Place Name,Rating,About Place,Best Time To Visit
Shree Hari Castle,4.0,The standard check-in time is 11:45 AM and the standard check-out time is 11:45 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Laundry Service Available|Lobby|Non Smoking Rooms|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Power Backup|Express Check-In / Check-Out|Catering|Suitable For Children|Separate Sitting Area|Smoking Rooms|Access Via Exterior Corridors|Parking (Surcharge)|Room Service,
Silver Moon Guest House,4.0,The standard check-in time is 02:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Doctor on Call|Parking Facilities Available|Power Backup|Internet Access Free|RO Water Purification System,
Sreekrishna houseboat Three bedroom,4.0,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Right to Admission Reserved Medical Assistance Available,
Shri Kalyan Residency,4.0,The standard check-in time is 11:00 AM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Business Center |Laundry Service Available|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Power Backup|Wake-up Call / Service|Suitable For Children|Kitchen available (home cook food on request)|Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Air / Rail Booking|Courier Service|Guide / Sightseeing Service|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Room Service|Fire Safety,
Sky Hotels,4.0,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas  New year dates, High season  long weekend dates  extra supplement will be charged over  above the paid rates as per actual  hotel discretion. Business Center |Laundry Service Available|Parking Facilities Available|Front Desk|Power Backup|Gardens|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service|Suites",
Shreeji Paying Guest House,4.0,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Front Desk|Parking Facility|Room Service|Fire Safety|First-Aid Kit at Front Desk|Public Restrooms,
Sodder's Renton Manor,4.0,The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Swimming Pool|Laundry Service Available|Front Desk|Room Service (24 Hours)|Restaurant,
Siva Residency,4.0,"The standard check-in time is 02:00 PM and the standard check-out time is 01:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Unmarried Couples not allowed, check-in and check-out is 24 hours, Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Multi Lingual Staff|Suitable For Children|Vegetarian Food / Jain Food Available|Food Facility|Internet Access Free|Room Service (24 Hours)|Parking Facility",
speedwayinn,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances) Doctor on Call|Laundry Service Available|Lift / Elevator|Doorman|Power Backup|Extra Person / Child - Share the same room|Family Room|Room Service (24 Hours)|Outdoor Parking - Secured|Room Service|Fire Safety|Fire Exit Signs|First-Aid Kit at Front Desk,
Shree Yash Hotel.,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly *Valid Identification Proof are Mandatory. *In case of any unusual/ improper/ suspicious act, Hotel can cancel Room. *Unmarried couples will not be allowed to check in  *Customer has to carry a copy of booking voucher at the time of check in. Bar / Lounge |Business Center |Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|24 Hour Front Desk|Power Backup|Gardens|Catering|Conference Facility |Open Air Restaurant / Dining |Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|Outdoor Parking - Secured|Parking Facility|Room Service",
Soul vacation Resort &amp; Spa,4.0,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Please note : The hotel is charging a mandatory gala dinner surcharge on 25th Dec and 31st Dec. This amount is payable directly at the hotel at the time of  check in. Swimming Pool|Bar / Lounge |Laundry Service Available|Front Desk|Multi Cuisine Restaurant,
Space and Spice,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Pets are not allowed. Check in and checkout time is 12noon Laundry Service Available|Lift / Elevator|Front Desk|Power Backup|Audio - Visual Equipment|Conference Facility |Transfers Available|Board Room|Internet Access Free|Newspapers In Lobby|Airport Transfer Free,
Silent Valley Cottage,4.0,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to check-in. This is at full discretion of the hotel management.  No refund would be applicable in case the checkin is denied under such circumstances Doctor on Call|Lobby|Parking Facilities Available|Front Desk|Power Backup|Veranda|Taxi Services|Parking Facility|Room Service|Fire Safety|Anti-Slip Ramps|Fire Exit Signs|First-Aid Kit at Front Desk,
shubhangi home stay,4.0,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion. Doctor on Call|Parking Facilities Available|Front Desk|Medical Assistance Available|Public Restrooms",
